City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
311,Dhidhdhoo,6.8833,73.1,81.25,78,0,11.21,MV,2021-02-06 20:08
312,Morden,49.1919,-98.1014,-13,58,19,13.8,CA,2021-02-06 20:08
313,Fukue,32.6881,128.8419,55.63,72,0,14.63,JP,2021-02-06 20:08
314,Roberval,48.5168,-72.2324,24.8,58,75,10.36,CA,2021-02-06 20:07
315,Mount Gambier,-37.8333,140.7667,55.4,88,90,11.5,AU,2021-02-06 20:08
316,Pulandian,39.3953,121.9669,32,64,0,8.95,CN,2021-02-06 20:08
317,Koungou,-12.7336,45.2042,80.6,83,90,5.75,YT,2021-02-06 20:08
318,San Remigio,11.0809,123.9381,78.6,83,8,11.16,PH,2021-02-06 20:08
319,Unguia,8.0434,-77.0945,89.56,57,100,5.3,CO,2021-02-06 20:08
320,Port Blair,11.6667,92.75,78.3,76,20,8.3,IN,2021-02-06 20:08
321,Russell,32.3502,-85.1999,44.6,87,90,6.91,US,2021-02-06 20:08
322,North Bend,43.4065,-124.2243,46.99,76,90,3.69,US,2021-02-06 20:08
323,Belaya Gora,68.5333,146.4167,-31.02,83,73,2.64,RU,2021-02-06 20:08
324,Airai,-8.9266,125.4092,60.21,100,100,2.21,TL,2021-02-06 20:08
325,Hambantota,6.1241,81.1185,76.73,85,93,15.75,LK,2021-02-06 20:08
326,Gornoye Loo,43.7129,39.6049,46.4,76,90,6.71,RU,2021-02-06 20:08
327,Martapura,-3.4167,114.85,77,100,75,2.3,ID,2021-02-06 20:08
328,Rio Grande,-32.035,-52.0986,84.2,51,0,8.05,BR,2021-02-06 20:08
329,Beyneu,45.3167,55.2,29.17,85,68,12.37,KZ,2021-02-06 20:08
330,Mount Vernon,40.9126,-73.8371,44.6,31,75,19.57,US,2021-02-06 20:08
331,Gavere,50.9289,3.6889,39.99,89,100,17.22,BE,2021-02-06 20:08
332,Kieta,-6.2167,155.6333,79.74,79,30,7.58,PG,2021-02-06 20:08
333,Ostra,43.6139,13.1582,52,100,90,2.3,IT,2021-02-06 20:08
334,Ishinomaki,38.4167,141.3,42.39,78,84,10.2,JP,2021-02-06 20:08
335,Poronaysk,49.2167,143.1167,-11.7,86,4,4.59,RU,2021-02-06 20:08
336,Kinablangan,7.6947,126.5503,76.91,87,100,7.76,PH,2021-02-06 20:08
337,Cody,44.5263,-109.0565,19.4,63,1,3.44,US,2021-02-06 20:08
338,Hirara,24.8,125.2833,69.73,66,0,7.25,JP,2021-02-06 20:08
339,Kapuskasing,49.4169,-82.4331,-2.2,71,100,17.27,CA,2021-02-06 20:05
340,Gayny,60.3071,54.3241,-4.77,92,100,9.69,RU,2021-02-06 20:08
341,Esmeraldas,-19.7625,-44.3139,77,73,75,8.05,BR,2021-02-06 20:08
342,Sur,22.5667,59.5289,63.05,62,0,5.86,OM,2021-02-06 20:08
343,Maryville,35.7565,-83.9705,50,49,75,5.75,US,2021-02-06 20:05
344,Fujin,47.26,132.0322,-11,88,1,7.7,CN,2021-02-06 20:08
345,Carazinho,-28.2839,-52.7864,71.69,69,0,4.47,BR,2021-02-06 20:08
346,Vallenar,-28.5708,-70.7581,86.61,26,15,9.4,CL,2021-02-06 20:08
347,Abha,18.2164,42.5053,51.8,93,0,6.51,SA,2021-02-06 20:08
348,Pachino,36.7186,15.0907,66.2,30,75,5.75,IT,2021-02-06 20:08
349,Rovaniemi,66.5,25.7167,12.2,85,0,11.5,FI,2021-02-06 20:08
350,Paamiut,61.994,-49.6678,21.99,82,0,8.12,GL,2021-02-06 20:08
351,Corum,40.5,34.75,44.06,62,0,4.5,TR,2021-02-06 20:04
352,Labuhan,-6.8844,112.2051,77.25,86,0,8.81,ID,2021-02-06 20:08
353,Aqtobe,50.2797,57.2072,12.2,73,75,26.84,KZ,2021-02-06 20:04
354,Awbari,26.5921,12.7805,65.16,25,23,13.27,LY,2021-02-06 20:08
355,Namatanai,-3.6667,152.4333,78.91,79,80,2.15,PG,2021-02-06 20:08
356,Sorong,-0.8833,131.25,80.29,80,100,2.77,ID,2021-02-06 20:08
357,Nome,64.5011,-165.4064,12.2,92,90,1.57,US,2021-02-06 20:08
358,Lannion,48.75,-3.4167,42.8,87,90,7.52,FR,2021-02-06 20:08
359,Sikasso,10.9167,-7,86.74,16,100,3.53,ML,2021-02-06 20:08
360,Kloulklubed,7.0419,134.2556,77,100,90,8.05,PW,2021-02-06 20:08
361,Khandyga,62.6667,135.6,-26.57,85,100,1.52,RU,2021-02-06 20:08
362,Vrnograc,45.1636,15.9536,50,81,0,3.44,BA,2021-02-06 20:08
363,Punta Alta,-38.8759,-62.0736,76.53,56,2,23.44,AR,2021-02-06 20:06
364,Starodzhereliyevskaya,45.476,38.2968,30.99,80,100,6.13,RU,2021-02-06 20:08
365,Villa Florida,-26.3833,-57.15,82.09,48,0,6.4,PY,2021-02-06 20:08
366,Kumla,59.1277,15.1434,23,74,90,8.05,SE,2021-02-06 20:08
367,Biratnagar,26.4831,87.2834,55.09,76,2,5.06,NP,2021-02-06 20:08
368,Ancud,-41.8697,-73.8203,75.2,50,0,11.5,CL,2021-02-06 20:08
369,Stephenville,32.2207,-98.2023,60.8,39,1,18.41,US,2021-02-06 20:06
370,Suhbaatar,50.2314,106.2078,-5.96,89,54,4.45,MN,2021-02-06 20:08
371,Torbay,47.6666,-52.7314,35.01,100,90,23.02,CA,2021-02-06 20:08
372,Kyzyl-Mazhalyk,51.1333,90.6,2.98,90,68,0.92,RU,2021-02-06 20:08
373,Hobyo,5.3505,48.5268,77.47,77,0,14.94,SO,2021-02-06 20:08
374,Pilot Butte,50.4668,-104.4178,-17,63,63,8.05,CA,2021-02-06 20:08
375,Rehoboth,-23.3167,17.0833,80.26,16,33,8.5,NA,2021-02-06 20:08
376,Herouville-Saint-Clair,49.2109,-0.3065,42.8,87,90,9.22,FR,2021-02-06 20:08
377,Jiangdu,32.4286,119.5574,43,89,0,4.65,CN,2021-02-06 20:08
378,Tatvan,38.5067,42.2817,27.91,92,0,3.83,TR,2021-02-06 20:08
379,Kattivakkam,13.2167,80.3167,71.6,83,20,6.15,IN,2021-02-06 20:08
380,El Dorado,38.7666,-120.5177,60.01,40,7,2.62,US,2021-02-06 20:08
381,La Romana,18.4273,-68.9728,87.8,70,40,9.22,DO,2021-02-06 20:08
382,Puerto Gaitan,4.3133,-72.0816,93.72,40,100,13.8,CO,2021-02-06 20:08
383,Levin,-40.6333,175.275,64,67,100,1.99,NZ,2021-02-06 20:08
384,Pedasi,7.5333,-80.0333,83.23,68,100,8.32,PA,2021-02-06 20:08
385,Te Anau,-45.4167,167.7167,56.46,75,12,1.07,NZ,2021-02-06 20:08
386,La Tuque,47.4334,-72.7824,23,58,100,8.05,CA,2021-02-06 20:08
387,Panzhihua,26.5851,101.7128,46.99,55,0,1.01,CN,2021-02-06 20:08
388,Cockburn Town,21.4612,-71.1419,80.6,69,20,16.11,TC,2021-02-06 20:08
389,Dzhebariki-Khaya,62.2167,135.8,-25.06,85,100,1.07,RU,2021-02-06 20:08
390,Huarmey,-10.0681,-78.1522,75.76,65,87,10.4,PE,2021-02-06 20:08
391,Christchurch,-43.5333,172.6333,61,82,75,8.05,NZ,2021-02-06 20:08
392,Dongsheng,39.8161,109.9776,19.81,85,0,6.76,CN,2021-02-06 20:08
393,Hoshcha,50.6003,26.6744,17.01,89,97,9.75,UA,2021-02-06 20:08
394,Mugur-Aksy,50.35,90.5,5.7,83,0,5.21,RU,2021-02-06 20:08
395,Bundaberg,-24.85,152.35,77,83,75,5.75,AU,2021-02-06 20:08
396,Phuket,8,98.25,77,83,20,2.3,TH,2021-02-06 20:08
397,Ambunti,-4.2365,142.8448,73.98,98,100,0.47,PG,2021-02-06 20:08
398,Belyy Yar,53.6039,91.3903,12.2,85,100,2.24,RU,2021-02-06 20:08
399,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,81.14,64,100,5.44,BR,2021-02-06 20:08
400,Mwinilunga,-11.7358,24.4293,65.37,95,100,4.63,ZM,2021-02-06 20:08
401,Desaguadero,-16.5656,-69.0417,58.39,48,13,10.22,PE,2021-02-06 20:08
402,Maniitsoq,65.4167,-52.9,25.52,78,0,22.08,GL,2021-02-06 20:08
403,Port Keats,-14.25,129.55,82.11,80,93,12.84,AU,2021-02-06 20:08
404,Juan Aldama,24.2908,-103.3944,73.02,15,0,11.59,MX,2021-02-06 20:08
405,Shingu,33.7333,135.9833,44.02,79,0,6.55,JP,2021-02-06 20:08
406,Yacuiba,-22.038,-63.6797,83.25,48,87,3.62,BO,2021-02-06 20:08
407,Rorvik,64.8621,11.2373,23.56,94,80,8.03,NO,2021-02-06 20:08
408,Qujing,25.4833,103.7833,52,61,30,1.01,CN,2021-02-06 20:08
409,Turtas,58.9417,69.1325,33.15,95,100,12.26,RU,2021-02-06 20:08
410,Paracuru,-3.41,-39.0306,82,71,73,17,BR,2021-02-06 20:08
411,Concordia,-31.393,-58.0209,84.2,54,0,4.61,AR,2021-02-06 20:07
412,Wad Madani,14.4012,33.5199,65.71,27,0,11.63,SD,2021-02-06 20:08
413,Lamar,33.6668,-95.5836,41,93,90,11.5,US,2021-02-06 20:08
414,Liberty,31.8335,-81.5004,48.99,87,90,9.22,US,2021-02-06 20:08
415,Ust-Ishim,57.6935,71.1665,34,93,100,12.1,RU,2021-02-06 20:08
416,Athabasca,54.7169,-113.2854,-16.6,76,100,4.45,CA,2021-02-06 20:06
417,Kashira,54.8444,38.1669,3.2,60,75,15.66,RU,2021-02-06 20:08
418,Ruwi,23.5996,58.5507,68,60,0,4.61,OM,2021-02-06 20:08
419,Carutapera,-1.195,-46.02,85.44,65,28,9.44,BR,2021-02-06 20:08
420,Rafai,4.95,23.9167,72.77,24,40,2.95,CF,2021-02-06 20:08
421,Kamaishi,39.2667,141.8833,39.63,84,86,4.85,JP,2021-02-06 20:07
422,Saint-Joseph,-21.3667,55.6167,79,83,75,3.44,RE,2021-02-06 20:08
423,Turukhansk,65.8167,87.9833,-3.93,92,100,15.64,RU,2021-02-06 20:08
424,Ancona,43.55,13.1667,52,100,90,2.3,IT,2021-02-06 20:08
425,Tres Arroyos,-38.3739,-60.2798,82.89,38,0,14.74,AR,2021-02-06 20:08
426,Colon,9.3592,-79.9014,88,64,100,8.32,PA,2021-02-06 20:08
427,Atherton,53.5237,-2.4935,39,83,100,5.99,GB,2021-02-06 20:07
428,Opuwo,-18.0607,13.84,79.61,39,94,8.12,NA,2021-02-06 20:08
429,Alexandria,31.2156,29.9553,60.8,77,0,4.61,EG,2021-02-06 20:06
430,Jiuquan,39.7432,98.5174,27.37,67,9,2.08,CN,2021-02-06 20:08
431,Luau,-10.7073,22.2247,67.42,97,100,5.01,AO,2021-02-06 20:08
432,Kalmunai,7.4167,81.8167,76.42,88,39,9.91,LK,2021-02-06 20:08
433,Rassvet,46.8333,40.75,27.82,84,100,8.25,RU,2021-02-06 20:08
434,Igarka,67.4667,86.5833,-19.17,87,98,10.18,RU,2021-02-06 20:08
435,San Ramon De La Nueva Oran,-23.1322,-64.326,89.94,38,42,3.02,AR,2021-02-06 20:08
436,Mayo,38.8876,-76.5119,52,32,1,8.05,US,2021-02-06 20:08
437,Monchegorsk,67.9397,32.8739,19.99,92,92,10.29,RU,2021-02-06 20:08
438,Zalesovo,53.9939,84.7431,27.84,98,95,11.03,RU,2021-02-06 20:08
439,Nuuk,64.1835,-51.7216,24.8,46,20,3.44,GL,2021-02-06 20:08
440,Chachapoyas,-6.2317,-77.869,64.83,79,96,2.55,PE,2021-02-06 20:08
441,Fort Nelson,58.8053,-122.7002,-27.4,75,1,2.3,CA,2021-02-06 20:08
442,Asau,46.4333,26.4,30,75,100,4.34,RO,2021-02-06 20:08
443,Zhigansk,66.7697,123.3711,-41.15,80,92,11.27,RU,2021-02-06 20:08
444,Xichang,27.8964,102.2634,42.91,62,0,0.67,CN,2021-02-06 20:08
445,Kaltasy,55.9693,54.8032,2.21,92,100,17.43,RU,2021-02-06 20:08
446,Sao Joaquim,-28.2939,-49.9317,77,33,52,7.05,BR,2021-02-06 20:08
447,Alugan,12.2188,125.4808,79.38,86,89,15.5,PH,2021-02-06 20:08
448,Banamba,13.55,-7.45,79.83,17,94,5.5,ML,2021-02-06 20:08
449,Vanavara,60.34,102.2797,4.68,94,100,7.94,RU,2021-02-06 20:08
450,Kurilsk,45.2333,147.8833,19.94,94,100,13.24,RU,2021-02-06 20:08
451,Crotone,39.0851,17.1178,51.8,93,0,5.75,IT,2021-02-06 20:08
452,Campo Gobierno,24.6536,-107.5411,79,50,1,11.5,MX,2021-02-06 20:08
453,Laguna,38.421,-121.4238,61,58,1,0.27,US,2021-02-06 20:08
454,Faya,18.3851,42.4509,51.8,93,0,4.56,SA,2021-02-06 20:08
455,Wonthaggi,-38.6044,145.5913,59,90,93,16.51,AU,2021-02-06 20:08
456,Tuatapere,-46.1333,167.6833,58.59,72,1,3.6,NZ,2021-02-06 20:08
457,Misratah,32.3754,15.0925,68.45,41,78,15.84,LY,2021-02-06 20:08
458,Sosnovo-Ozerskoye,52.5249,111.5418,-9.81,90,86,5.73,RU,2021-02-06 20:08
459,Pacific Grove,36.6177,-121.9166,64.99,59,1,8.05,US,2021-02-06 20:08
460,Fortuna,40.5982,-124.1573,53.01,93,75,10.36,US,2021-02-06 20:08
461,Palmerston,-12.486,130.9833,77,94,75,8.05,AU,2021-02-06 20:08
462,Kijang,35.2442,129.2139,37.4,87,34,1.14,KR,2021-02-06 20:08
463,Surt,31.2089,16.5887,68.68,35,44,12.37,LY,2021-02-06 20:08
464,Oruro,-17.9833,-67.15,64.62,30,58,8.01,BO,2021-02-06 20:08
465,Cacapava Do Sul,-30.5122,-53.4914,77.07,50,0,3.89,BR,2021-02-06 20:08
466,Gat,31.61,34.7642,59,100,3,1.39,IL,2021-02-06 20:08
467,Muskogee,35.5834,-95.3336,41,93,90,10.36,US,2021-02-06 20:08
468,Vostok,46.4856,135.8833,-13.04,90,100,2.48,RU,2021-02-06 20:08
469,Vysokogornyy,50.1167,139.15,-16.46,86,95,3.18,RU,2021-02-06 20:08
470,Coos Bay,43.3665,-124.2179,48,76,90,3,US,2021-02-06 20:08
471,Atasu,48.6814,71.6433,34.27,97,100,28.01,KZ,2021-02-06 20:08
472,Feira De Santana,-12.2667,-38.9667,85.35,57,89,12.91,BR,2021-02-06 20:08
473,Vila Velha,-20.3297,-40.2925,82.4,74,20,14.97,BR,2021-02-06 20:06
474,Lagoa,39.05,-27.9833,60.17,88,100,24,PT,2021-02-06 20:08
475,Narsaq,60.9167,-46.05,30.2,40,75,5.75,GL,2021-02-06 20:06
476,Ronde,56.3014,10.4751,26.6,74,75,13.8,DK,2021-02-06 20:08
477,Wundanyi,-3.4019,38.364,66.31,92,57,3.13,KE,2021-02-06 20:08
478,Kingseat,56.0974,-3.4084,37.4,87,90,17.27,GB,2021-02-06 20:08
479,Piacabucu,-10.4056,-36.4344,83.07,69,7,17.52,BR,2021-02-06 20:08
480,Edd,13.9297,41.6925,74.07,71,38,12.91,ER,2021-02-06 20:08
481,Zhanakorgan,43.9098,67.2495,35.71,89,68,8.32,KZ,2021-02-06 20:08
482,Chulman,56.8479,124.9104,-23.75,85,99,2.06,RU,2021-02-06 20:08
483,Qaqortoq,60.7167,-46.0333,30.2,40,75,5.75,GL,2021-02-06 20:08
484,Lewistown,40.5992,-77.5714,37.99,32,1,16.11,US,2021-02-06 20:08
485,Honiara,-9.4333,159.95,77.18,87,100,6.49,SB,2021-02-06 20:08
486,Broadford,-37.2,145.0667,57,93,45,7,AU,2021-02-06 20:08
487,Caravelas,-17.7125,-39.2481,78.22,89,100,10.76,BR,2021-02-06 20:08
488,Vao,-22.6667,167.4833,77.05,88,0,7.34,NC,2021-02-06 20:08
489,Mocuba,-16.8392,36.9856,74.93,94,100,1.88,MZ,2021-02-06 20:08
490,Tabou,4.423,-7.3528,79.11,88,13,7.87,CI,2021-02-06 20:08
491,Qandala,11.472,49.8728,75.76,75,4,1.99,SO,2021-02-06 20:08
492,Araouane,18.9048,-3.5265,78.62,18,100,14.2,ML,2021-02-06 20:08
493,Del Rio,29.3627,-100.8968,77,14,1,18.41,US,2021-02-06 20:07
494,Necochea,-38.5473,-58.7368,69.91,61,0,14.92,AR,2021-02-06 20:08
495,Tura,25.5198,90.2201,57.72,59,91,2.71,IN,2021-02-06 20:08
496,Marsa Matruh,31.3525,27.2453,55.4,88,0,6.91,EG,2021-02-06 20:08
497,Ambovombe,-25.1667,46.0833,77.43,88,1,5.41,MG,2021-02-06 20:08
498,Samarai,-10.6167,150.6667,82.15,77,100,5.19,PG,2021-02-06 20:08
499,San Cristobal,7.7669,-72.225,87.8,51,40,9.22,VE,2021-02-06 20:04
500,Naze,28.3667,129.4833,60.04,83,96,9.78,JP,2021-02-06 20:08
501,Kudahuvadhoo,2.6708,72.8944,80.96,76,66,13.2,MV,2021-02-06 20:08
502,Betioky,-23.7167,44.3833,75.92,85,0,1.68,MG,2021-02-06 20:08
503,Iowa City,41.6611,-91.5302,5,78,90,12.66,US,2021-02-06 20:05
504,Vanimo,-2.6741,141.3028,76.87,87,94,4.59,PG,2021-02-06 20:08
505,Zamora,-4.0692,-78.9567,89.6,35,75,16.11,EC,2021-02-06 20:08
506,Dukat,62.55,155.55,-9.72,89,100,2.68,RU,2021-02-06 20:08
507,Jardim,-21.4803,-56.1381,83.57,47,0,7.36,BR,2021-02-06 20:08
508,Sapanta,47.9667,23.7,39.2,100,75,4.61,RO,2021-02-06 20:08
509,Poltavka,54.3663,71.7632,30.45,97,100,17.43,RU,2021-02-06 20:08
510,Leticia,-4.2153,-69.9406,89.6,70,40,4.61,CO,2021-02-06 20:08
511,Palana,59.1167,159.9667,10.71,95,100,23.33,RU,2021-02-06 20:08
512,Meadow Lake,34.8014,-106.5436,53.01,18,1,17.27,US,2021-02-06 20:08
513,Ngaoundere,7.3167,13.5833,67.42,25,0,4.29,CM,2021-02-06 20:08
514,Risti,58.9975,24.058,16,79,90,3.22,EE,2021-02-06 20:08
515,Mehran,33.1222,46.1646,42.8,93,90,2.3,IR,2021-02-06 20:08
516,Parrita,9.5201,-84.3225,84.2,47,0,4.61,CR,2021-02-06 20:06
517,Batagay,67.6333,134.6333,-25.98,84,100,1.16,RU,2021-02-06 20:08
518,Saurimo,-9.6608,20.3916,68.25,95,100,3.71,AO,2021-02-06 20:08
519,Cap Malheureux,-19.9842,57.6142,80.01,79,0,4,MU,2021-02-06 20:08
520,Porto Santo,33.072,-16.3415,59,58,75,19.57,PT,2021-02-06 20:06
521,Kashi,39.4547,75.9797,37.4,52,20,8.95,CN,2021-02-06 20:06
522,Vuktyl,63.8567,57.3094,-18.44,88,100,12.24,RU,2021-02-06 20:08
523,Nea Kallikratia,40.3167,23.0667,55,93,40,2.3,GR,2021-02-06 20:08
524,Dunedin,-45.8742,170.5036,57.99,83,0,3,NZ,2021-02-06 20:08
525,Mitsamiouli,-11.3847,43.2844,82.04,75,87,5.44,KM,2021-02-06 20:08
526,Kenora,49.8167,-94.4337,-16.01,63,75,12.66,CA,2021-02-06 20:03
527,Simbahan,6.3032,120.5836,81.73,79,100,18.75,PH,2021-02-06 20:08
528,Los Llanos De Aridane,28.6585,-17.9182,64.4,59,20,8.05,ES,2021-02-06 20:06
529,Issoudun,47,1.8333,46.4,100,90,9.22,FR,2021-02-06 20:08
530,Talnakh,69.4865,88.3972,-29,74,0,3,RU,2021-02-06 20:08
531,Derzhavinsk,51.1,66.3167,21.94,96,100,31.45,KZ,2021-02-06 20:08
532,San Juan,-31.5375,-68.5364,95.7,18,0,7.31,AR,2021-02-06 20:05
533,Ambilobe,-13.2,49.05,74.35,91,99,1.68,MG,2021-02-06 20:08
534,Praia Da Vitoria,38.7333,-27.0667,60.8,88,40,11.39,PT,2021-02-06 20:08
535,Marsh Harbour,26.5412,-77.0636,76.84,77,0,17.22,BS,2021-02-06 20:08
536,Plessisville,46.2186,-71.762,26.01,68,92,23.02,CA,2021-02-06 20:08
537,Atar,20.5169,-13.0499,64.9,28,1,12.91,MR,2021-02-06 20:08
538,Wenling,28.3669,121.36,57.99,90,44,1.01,CN,2021-02-06 20:08
539,Dondo,-19.6094,34.7431,82.4,89,40,2.3,MZ,2021-02-06 20:04
540,Sao Sepe,-30.1606,-53.5653,81.32,44,1,2.86,BR,2021-02-06 20:08
541,Mareeba,-17,145.4333,78.8,89,75,1.14,AU,2021-02-06 20:08
542,Sisimiut,66.9395,-53.6735,21.22,78,35,13.22,GL,2021-02-06 20:08
543,Saint-Francois,46.4154,3.9054,48.99,93,90,3.44,FR,2021-02-06 20:08
544,Svay Rieng,11.0879,105.7993,74.08,77,21,6.33,KH,2021-02-06 20:08
545,Svay Rieng,11.0879,105.7993,73.09,79,34,5.55,KH,2021-02-06 22:55
